,Dwell_100,Dwell_101,mean,std
1840,6.77,3.88,5.324999999999999,1.4449999999999998
1841,8.21,5.02,6.615,1.5950000000000006
1843,10.62,2.1,6.359999999999999,4.26
1845,4.22,4.69,4.455,0.23500000000000032
1846,10.21,8.5,9.355,0.8550000000000004
1847,3.02,14.14,8.58,5.5600000000000005
1850,4.99,12.16,8.575,3.585
1853,9.34,7.31,8.325,1.0150000000000001
1854,4.54,2.46,3.5,1.04
1855,10.08,4.72,7.4,2.68
1856,6.02,14.84,10.43,4.41
1857,4.03,,4.03,0.0
1858,14.32,6.02,10.17,4.15
1859,20.73,2.75,11.74,8.99
1860,2.26,,2.26,0.0
1861,8.3,1.45,4.875,3.4250000000000003
1862,1.05,11.44,6.245,5.195
1863,5.99,6.32,6.155,0.16500000000000004
1865,1.25,4.29,2.77,1.52
1868,17.55,,17.55,0.0
1869,2.3,12.56,7.43,5.130000000000001
1870,14.59,5.9,10.245000000000001,4.345
1871,6.04,3.75,4.895,1.145
1872,8.16,3.19,5.675,2.4850000000000003
1873,2.75,2.41,2.58,0.16999999999999993
1874,1.51,,1.51,0.0
1875,1.49,13.69,7.59,6.1
1876,3.66,1.39,2.525,1.135
1878,7.21,,7.21,0.0
1879,18.49,,18.49,0.0
1880,6.19,5.890000000000001,6.040000000000001,0.1499999999999999
1881,11.88,3.55,7.715,4.165000000000001
1882,6.19,,6.19,0.0
1883,6.46,,6.46,0.0
1884,7.859999999999999,3.52,5.6899999999999995,2.1699999999999995
1885,3.34,7.31,5.324999999999999,1.9849999999999999
1886,7.69,,7.69,0.0
1887,5.279999999999999,1.25,3.2649999999999997,2.0149999999999997
1888,2.6,3.19,2.895,0.29499999999999993
1889,3.06,3.0,3.0300000000000002,0.030000000000000027
1890,4.46,1.62,3.04,1.42
1891,17.23,9.32,13.275,3.955
1892,7.79,4.38,6.085,1.705
1893,4.62,4.43,4.525,0.0950000000000002
1894,3.65,,3.65,0.0
1895,3.41,,3.41,0.0
1896,1.96,5.4,3.68,1.7200000000000002
1897,18.44,,18.44,0.0
1898,9.56,,9.56,0.0
1899,1.61,6.62,4.115,2.505
1900,1.92,3.93,2.925,1.0050000000000001
1901,9.2,3.05,6.125,3.0749999999999997
1902,5.56,2.6,4.08,1.4799999999999998
1903,15.74,3.81,9.775,5.965
1904,3.36,,3.36,0.0
1905,3.06,5.67,4.365,1.305
1906,3.17,3.32,3.245,0.07499999999999996
1907,10.7,3.09,6.895,3.8049999999999997
1908,2.8,,2.8,0.0
1909,1.51,5.47,3.4899999999999998,1.9799999999999998
1910,19.66,10.12,14.89,4.7700000000000005
1911,5.21,7.31,6.26,1.0499999999999998
1912,8.43,,8.43,0.0
1913,2.97,6.68,4.825,1.8549999999999998
1914,7.390000000000001,3.42,5.405,1.9850000000000003
1915,20.64,1.44,11.040000000000001,9.600000000000001
1916,1.47,5.54,3.505,2.0349999999999997
1921,14.34,12.99,13.665,0.6749999999999998
1922,7.54,7.52,7.529999999999999,0.010000000000000231
1923,9.23,1.15,5.19,4.04
1924,3.11,8.809999999999999,5.959999999999999,2.849999999999999
1925,2.06,3.8,2.9299999999999997,0.87
1926,4.75,4.84,4.795,0.04499999999999993
1927,8.96,3.03,5.995,2.9650000000000007
1928,5.08,,5.08,0.0
1929,7.54,7.71,7.625,0.08499999999999996
1930,17.06,3.56,10.309999999999999,6.749999999999999
1931,12.36,12.61,12.485,0.125
1932,11.3,,11.3,0.0
1936,4.96,7.12,6.04,1.08
1937,9.83,11.22,10.525,0.6950000000000003
1938,10.27,2.62,6.445,3.8249999999999997
1939,6.21,,6.21,0.0
1941,2.61,4.87,3.74,1.1300000000000001
1942,10.9,5.54,8.22,2.68
1943,8.11,3.13,5.619999999999999,2.4899999999999998
1944,1.03,13.38,7.205,6.175
1945,8.23,11.72,9.975000000000001,1.745
1947,1.25,3.4,2.325,1.075
1948,2.57,10.56,6.565,3.9950000000000006
1949,2.6,5.62,4.11,1.51
1950,19.63,8.21,13.92,5.709999999999999
1951,3.23,3.55,3.3899999999999997,0.15999999999999992
1952,10.01,2.3,6.154999999999999,3.855
1953,3.76,3.12,3.44,0.31999999999999984
1954,2.63,2.86,2.745,0.11499999999999999
1955,2.73,7.06,4.895,2.1649999999999996
1956,12.17,5.609999999999999,8.89,3.2800000000000002
1957,4.98,8.36,6.67,1.6899999999999995
1960,2.81,5.05,3.9299999999999997,1.1199999999999999
1961,7.75,3.7,5.725,2.025
1962,6.37,,6.37,0.0
1963,5.13,,5.13,0.0
1964,3.72,2.69,3.205,0.5150000000000001
1965,3.36,11.7,7.529999999999999,4.17
1968,20.03,2.45,11.24,8.79
1969,13.35,,13.35,0.0
1970,2.24,,2.24,0.0
1971,4.27,4.08,4.175,0.09499999999999975
1972,4.78,1.84,3.31,1.4700000000000002
1973,2.18,7.17,4.675,2.495
1974,4.1,11.45,7.7749999999999995,3.675
1975,1.43,10.57,6.0,4.57
1977,4.02,14.79,9.405,5.385
1978,2.88,1.63,2.255,0.625
1979,4.26,,4.26,0.0
1980,7.47,5.83,6.65,0.8199999999999998
1981,7.49,,7.49,0.0
1982,4.58,,4.58,0.0
1983,7.19,2.89,5.04,2.15
1984,1.01,7.36,4.1850000000000005,3.1750000000000003
1986,1.69,12.8,7.245,5.555000000000001
1987,1.55,,1.55,0.0
1988,10.98,,10.98,0.0
1989,2.35,14.61,8.48,6.13
1990,10.12,2.9,6.51,3.6099999999999994
1991,18.31,3.68,10.995,7.3149999999999995
1992,5.47,16.67,11.07,5.600000000000001
1993,3.89,,3.89,0.0
1994,1.56,11.08,6.32,4.76
1995,11.88,5.56,8.72,3.160000000000001
1996,2.93,,2.93,0.0
1997,7.73,3.86,5.795,1.9350000000000003
1998,3.41,4.7,4.055,0.645
1999,13.58,2.08,7.83,5.75
2000,11.8,4.97,8.385,3.4150000000000005
2002,2.22,7.15,4.6850000000000005,2.4650000000000003
2003,2.23,7.82,5.025,2.795
2004,5.0,5.25,5.125,0.125
2005,11.01,11.17,11.09,0.08000000000000007
2006,16.21,3.5,9.855,6.355
2007,5.55,,5.55,0.0
2008,7.88,2.99,5.4350000000000005,2.445
2009,3.76,,3.76,0.0
2010,2.62,9.48,6.050000000000001,3.43
2011,6.0,7.47,6.734999999999999,0.7349999999999999
2014,1.82,2.63,2.225,0.4049999999999999
2015,11.29,6.63,8.959999999999999,2.3299999999999996
2016,6.03,3.28,4.655,1.3750000000000002
2017,7.02,,7.02,0.0
2020,7.720000000000001,3.92,5.82,1.9000000000000004
2022,6.55,9.79,8.17,1.6199999999999997
2023,3.78,6.91,5.345,1.5650000000000002
2027,10.79,7.54,9.165,1.6249999999999996
2028,9.870000000000001,,9.870000000000001,0.0
2029,16.93,13.07,15.0,1.9299999999999997
2030,1.27,6.31,3.79,2.5199999999999996
2031,7.77,1.54,4.654999999999999,3.1149999999999998
2032,6.45,,6.45,0.0
2033,9.79,,9.79,0.0
2034,6.53,,6.53,0.0
2036,3.67,1.41,2.54,1.13
2037,8.19,13.29,10.739999999999998,2.55
2039,15.98,7.01,11.495000000000001,4.485
2041,5.69,6.93,6.3100000000000005,0.6199999999999997
2044,7.609999999999999,5.27,6.4399999999999995,1.17
2045,18.97,,18.97,0.0
2046,3.62,,3.62,0.0
2047,0.88,7.82,4.3500000000000005,3.47
2049,3.76,,3.76,0.0
2050,3.29,6.0,4.645,1.355
2052,3.58,10.04,6.81,3.2299999999999995
2053,2.61,13.98,8.295,5.6850000000000005
2054,5.75,4.39,5.07,0.6800000000000002
2055,2.52,14.0,8.26,5.74
2056,17.42,6.16,11.790000000000001,5.630000000000001
2057,6.96,6.08,6.52,0.43999999999999995
2058,2.76,,2.76,0.0
2059,16.96,6.07,11.515,5.445
2061,4.359999999999999,12.97,8.665,4.305000000000001
2062,4.67,1.94,3.3049999999999997,1.365
2064,8.53,11.52,10.024999999999999,1.495
2065,4.449999999999999,12.73,8.59,4.140000000000001
2068,1.46,3.07,2.2649999999999997,0.8049999999999999
2069,16.63,4.6,10.614999999999998,6.015
2070,3.06,2.02,2.54,0.52
2071,2.47,3.14,2.805,0.33499999999999996
2073,4.37,3.3,3.835,0.5350000000000001
2074,1.9,,1.9,0.0
2076,1.81,,1.81,0.0
2077,10.79,12.46,11.625,0.8350000000000009
2078,14.21,2.44,8.325000000000001,5.885000000000001
2079,3.06,4.65,3.8550000000000004,0.7950000000000002
2080,11.24,4.56,7.9,3.3400000000000003
2082,3.81,2.84,3.325,0.4850000000000001
2083,4.220000000000001,,4.220000000000001,0.0
2084,8.15,,8.15,0.0
2086,8.93,16.73,12.83,3.9000000000000004
2087,1.54,2.15,1.845,0.30499999999999994
2088,7.18,6.17,6.675,0.5049999999999999
2089,6.279999999999999,15.88,11.08,4.800000000000001
2090,12.95,6.79,9.87,3.079999999999999
2091,9.040000000000001,5.76,7.4,1.6400000000000006
2092,2.29,2.96,2.625,0.33499999999999996
2094,7.11,,7.11,0.0
2095,7.02,1.05,4.035,2.985
2096,2.28,7.55,4.915,2.635
2097,18.27,1.91,10.09,8.18
2099,4.12,15.38,9.75,5.630000000000001
2100,20.04,12.47,16.255,3.7849999999999993
2101,20.13,,20.13,0.0
2103,2.25,4.28,3.265,1.0150000000000001
2104,3.28,7.72,5.5,2.22
2105,3.09,8.99,6.04,2.95
2106,6.880000000000001,,6.880000000000001,0.0
2107,3.57,12.92,8.245,4.675
2108,6.06,10.99,8.525,2.4650000000000003
2109,4.37,6.95,5.66,1.29
2110,3.6,3.69,3.645,0.04499999999999993
2111,4.56,8.600000000000001,6.58,2.020000000000001
2114,6.449999999999999,3.43,4.9399999999999995,1.5099999999999996
2115,7.6,8.2,7.8999999999999995,0.2999999999999998
2116,3.46,0.99,2.225,1.2349999999999999
2117,4.08,2.77,3.425,0.655
2118,8.8,7.21,8.005,0.7950000000000003
2119,8.49,3.39,5.94,2.5500000000000003
2120,1.0,3.78,2.3899999999999997,1.39
2121,2.52,13.48,8.0,5.48
2124,6.06,2.06,4.06,1.9999999999999998
2125,7.12,2.67,4.895,2.225
2127,4.95,3.24,4.095000000000001,0.855
2128,1.54,1.3,1.42,0.12
2129,3.77,3.22,3.495,0.2749999999999999
2130,2.83,,2.83,0.0
2131,3.01,2.73,2.87,0.1399999999999999
2133,5.97,6.69,6.33,0.3600000000000003
2134,7.72,5.6,6.66,1.06
2135,2.56,,2.56,0.0
2136,5.29,1.53,3.41,1.8800000000000001
2138,16.42,7.5,11.96,4.460000000000001
2139,2.43,2.72,2.575,0.14500000000000002
2142,14.09,,14.09,0.0
2143,1.39,5.65,3.52,2.13
2144,11.45,13.21,12.33,0.8800000000000008
2145,6.92,3.43,5.175,1.7449999999999999
2146,17.83,3.98,10.905,6.924999999999999
2147,3.92,3.65,3.785,0.135
2148,3.57,,3.57,0.0
2149,12.86,,12.86,0.0
2151,14.53,,14.53,0.0
2152,10.13,3.26,6.695,3.4350000000000005
2153,4.92,1.54,3.23,1.69
2155,3.5,12.6,8.05,4.55
2156,4.22,3.79,4.005,0.21499999999999986
2158,7.02,8.370000000000001,7.695,0.6750000000000007
2160,4.82,6.24,5.53,0.71
2161,3.52,1.46,2.49,1.03
2162,7.34,2.52,4.93,2.4099999999999997
2163,9.51,12.71,11.11,1.6000000000000005
2164,7.54,,7.54,0.0
2165,5.66,7.85,6.755,1.0949999999999998
2166,6.67,4.35,5.51,1.1600000000000001
2167,7.220000000000001,7.21,7.215,0.0050000000000003375
2168,3.89,4.66,4.275,0.385
2169,2.42,,2.42,0.0
2170,22.75,6.21,14.48,8.270000000000001
2171,1.6,,1.6,0.0
2172,2.9,13.66,8.28,5.38
2174,5.67,9.33,7.5,1.83
2175,8.629999999999999,6.39,7.51,1.1199999999999997
2176,3.9,2.32,3.11,0.79
2178,5.67,,5.67,0.0
2180,19.26,5.33,12.295000000000002,6.965000000000001
2181,10.96,14.14,12.55,1.5899999999999999
2182,10.13,2.61,6.37,3.7600000000000002
2184,5.34,1.47,3.405,1.9349999999999998
2185,3.39,3.41,3.4000000000000004,0.010000000000000009
2186,7.15,,7.15,0.0
2187,5.82,4.74,5.28,0.54
2188,2.77,2.37,2.5700000000000003,0.19999999999999996
2190,2.37,12.96,7.665000000000001,5.295
2193,1.92,2.77,2.3449999999999998,0.42500000000000004
2194,2.43,7.76,5.095,2.6649999999999996
2195,6.7,1.56,4.13,2.5700000000000003
2199,2.17,15.64,8.905000000000001,6.735
2201,5.61,1.85,3.7300000000000004,1.8800000000000001
2202,7.800000000000001,2.32,5.0600000000000005,2.74
2204,6.69,,6.69,0.0
2205,1.85,3.1,2.475,0.625
2206,12.85,1.36,7.1049999999999995,5.745
2208,8.15,12.1,10.125,1.9749999999999996
2210,4.91,4.18,4.545,0.3650000000000002
2211,4.9,5.23,5.065,0.16500000000000004
2212,2.33,3.68,3.005,0.675
2213,15.18,14.55,14.865,0.3149999999999995
2214,7.15,1.92,4.535,2.615
2215,9.65,7.299999999999999,8.475,1.1750000000000007
2216,2.25,4.71,3.48,1.23
2217,17.06,2.14,9.6,7.459999999999999
2219,1.72,11.14,6.430000000000001,4.710000000000001
2220,17.35,12.8,15.075000000000001,2.2750000000000004
2221,6.32,,6.32,0.0
2222,5.2,,5.2,0.0
2223,6.76,3.05,4.904999999999999,1.855
2226,8.8,,8.8,0.0
2227,4.2,14.85,9.525,5.324999999999999
2228,3.88,,3.88,0.0
2229,14.64,,14.64,0.0
2230,13.07,3.78,8.425,4.6450000000000005
2231,5.58,,5.58,0.0
2232,5.18,2.41,3.795,1.3849999999999998
2233,5.52,,5.52,0.0
2234,13.02,2.25,7.635,5.385
2235,8.629999999999999,12.85,10.739999999999998,2.1100000000000003
2236,14.25,,14.25,0.0
2237,6.859999999999999,13.45,10.155,3.295
2238,4.44,6.01,5.225,0.7849999999999997
2240,14.07,,14.07,0.0
2241,15.44,1.86,8.65,6.79
2243,6.19,5.16,5.675000000000001,0.5150000000000001
2244,19.96,4.85,12.405000000000001,7.555000000000001
2245,3.82,6.14,4.9799999999999995,1.16
2246,16.07,3.97,10.02,6.049999999999999
2248,2.11,14.82,8.465,6.355
2250,3.31,4.66,3.9850000000000003,0.675
2251,0.95,3.09,2.02,1.0699999999999998
2252,2.49,3.48,2.9850000000000003,0.4949999999999999
2253,8.36,,8.36,0.0
2254,5.6,2.05,3.8249999999999997,1.775
2255,10.13,1.38,5.755000000000001,4.375
2256,2.97,0.87,1.9200000000000002,1.05
2257,17.91,,17.91,0.0
2259,11.86,,11.86,0.0
2260,5.63,4.26,4.945,0.685
2261,1.23,9.850000000000001,5.540000000000001,4.3100000000000005
2262,1.44,0.88,1.16,0.27999999999999997
2263,5.32,4.78,5.050000000000001,0.27
2266,2.19,3.73,2.96,0.77
2267,15.8,,15.8,0.0
2268,7.04,14.08,10.56,3.52
2269,17.79,2.58,10.184999999999999,7.6049999999999995
2272,4.23,,4.23,0.0
2273,4.48,11.15,7.815,3.335
2275,6.93,,6.93,0.0
2276,13.74,6.15,9.945,3.795
2277,12.7,7.96,10.33,2.3699999999999997
2278,2.67,12.13,7.4,4.73
2279,1.95,2.97,2.46,0.5100000000000001
2281,3.65,3.52,3.585,0.06499999999999995
2282,11.24,4.98,8.11,3.13
2283,10.91,9.91,10.41,0.5
2284,3.46,9.530000000000001,6.495000000000001,3.0350000000000006
2285,1.55,3.93,2.74,1.19
2286,6.87,3.43,5.15,1.72
2287,2.76,4.34,3.55,0.79
2288,11.88,1.13,6.505000000000001,5.375000000000001
2289,2.17,4.31,3.2399999999999998,1.0699999999999998
2290,8.95,4.73,6.84,2.1099999999999994
2292,17.95,13.11,15.53,2.42
2293,9.74,,9.74,0.0
2294,7.77,2.64,5.205,2.565
2297,22.12,1.46,11.790000000000001,10.330000000000002
2301,4.859999999999999,2.14,3.5,1.3599999999999997
2303,4.03,7.56,5.795,1.7649999999999997
2304,7.8,3.14,5.47,2.3299999999999996
2305,7.300000000000001,12.8,10.05,2.75
2306,8.850000000000001,3.03,5.94,2.910000000000001
2308,3.69,12.24,7.965,4.275
2310,4.2,3.95,4.075,0.125
2311,4.29,5.09,4.6899999999999995,0.3999999999999999
2313,4.89,2.71,3.8,1.0899999999999999
2314,9.75,,9.75,0.0
2315,3.43,,3.43,0.0
2316,8.48,14.73,11.605,3.125
2317,3.21,14.71,8.96,5.75
2318,20.48,3.6,12.040000000000001,8.440000000000001
2319,14.23,7.0,10.615,3.615
2320,2.41,3.13,2.77,0.3599999999999999
2321,5.11,6.74,5.925000000000001,0.815
2322,3.24,,3.24,0.0
2323,8.64,8.79,8.715,0.07499999999999929
2325,4.45,3.37,3.91,0.54
2326,7.65,6.47,7.0600000000000005,0.5900000000000003
2327,3.64,9.97,6.805000000000001,3.165
2330,8.04,4.08,6.06,1.9799999999999995
2331,4.29,4.09,4.1899999999999995,0.10000000000000009
2332,6.03,,6.03,0.0
2334,8.35,,8.35,0.0
2335,7.32,3.7,5.51,1.81
2337,4.3,3.72,4.01,0.2899999999999998
2339,3.79,9.95,6.869999999999999,3.079999999999999
2341,2.76,2.32,2.54,0.21999999999999997
2342,1.94,6.44,4.19,2.25
2343,12.66,,12.66,0.0
2344,4.36,2.04,3.2,1.1600000000000001
2345,1.01,,1.01,0.0
2348,4.03,,4.03,0.0
2349,14.63,2.79,8.71,5.920000000000001
2350,6.890000000000001,7.83,7.36,0.46999999999999975
2351,4.36,14.76,9.56,5.2
2352,5.11,4.72,4.915,0.19500000000000028
2353,11.38,2.85,7.115,4.265000000000001
2355,3.29,2.89,3.09,0.19999999999999996
2356,1.66,5.13,3.395,1.735
2357,2.28,3.68,2.98,0.7000000000000002
2358,15.67,4.49,10.08,5.59
2359,1.98,6.24,4.11,2.13
2362,4.78,,4.78,0.0
2363,2.66,11.71,7.1850000000000005,4.525
2364,12.32,2.57,7.445,4.875
2365,3.29,15.06,9.175,5.885000000000001
2366,6.74,2.37,4.555,2.185
2367,2.16,,2.16,0.0
2369,9.4,6.66,8.030000000000001,1.37
2370,19.08,,19.08,0.0
2371,11.54,7.38,9.459999999999999,2.0799999999999996
2372,1.8,3.26,2.53,0.7299999999999998
2373,11.59,11.4,11.495000000000001,0.09499999999999975
2374,3.21,6.34,4.775,1.565
2375,3.86,7.25,5.555,1.695
2379,1.5,2.89,2.1950000000000003,0.6950000000000001
2381,2.25,2.37,2.31,0.06000000000000005
2383,14.6,,14.6,0.0
2384,1.3,7.12,4.21,2.91
2386,7.96,2.88,5.42,2.54
2387,3.15,5.47,4.31,1.16
2388,4.46,12.97,8.715,4.255000000000001
2390,4.54,2.38,3.46,1.08
2391,8.33,1.59,4.96,3.37
2393,4.26,,4.26,0.0
2394,1.06,3.23,2.145,1.085
2395,1.24,4.65,2.9450000000000003,1.7050000000000003
2396,8.4,17.54,12.969999999999999,4.569999999999999
2397,5.23,7.07,6.15,0.9199999999999999
2398,4.55,,4.55,0.0
2399,1.5,,1.5,0.0
2400,4.68,11.18,7.93,3.25
2401,4.960000000000001,,4.960000000000001,0.0
2402,4.59,,4.59,0.0
2403,8.81,,8.81,0.0
2405,9.16,12.1,10.629999999999999,1.4699999999999998
2407,13.89,12.69,13.29,0.6000000000000005
2409,3.63,8.87,6.25,2.6199999999999997
2411,15.94,4.59,10.265,5.675
2412,10.29,6.42,8.355,1.9349999999999996
2413,1.43,6.67,4.05,2.62
2414,2.47,8.77,5.62,3.1499999999999995
2416,5.32,14.05,9.685,4.365
2417,13.09,5.42,9.254999999999999,3.835
2418,12.02,6.27,9.145,2.875
2420,3.73,,3.73,0.0
2421,16.29,2.22,9.254999999999999,7.034999999999999
2422,6.79,11.22,9.005,2.2150000000000003
2423,1.26,,1.26,0.0
2424,3.63,,3.63,0.0
2425,2.62,8.49,5.555,2.935
2426,9.719999999999999,3.31,6.515,3.204999999999999
2427,2.92,4.48,3.7,0.7800000000000002
2429,17.18,,17.18,0.0
2430,8.6,,8.6,0.0
2431,2.87,3.53,3.2,0.32999999999999985
2432,12.25,,12.25,0.0
2434,2.95,2.79,2.87,0.08000000000000007
2435,3.29,6.41,4.85,1.56
2436,1.73,,1.73,0.0
2438,5.24,6.33,5.785,0.5449999999999999
2439,2.65,3.44,3.045,0.395
2440,2.42,7.1,4.76,2.34
2441,6.57,1.68,4.125,2.4450000000000003
2442,7.22,11.64,9.43,2.2100000000000004
2443,3.5,,3.5,0.0
2444,2.54,,2.54,0.0
2445,13.09,6.05,9.57,3.52
2446,3.12,7.04,5.08,1.96
2447,10.51,5.2,7.855,2.655
2448,5.11,1.66,3.3850000000000002,1.7250000000000003
2449,3.35,2.75,3.05,0.30000000000000004
2451,12.66,6.96,9.81,2.85
2452,2.81,12.34,7.575,4.765000000000001
2454,10.67,6.08,8.375,2.295
2455,17.91,15.24,16.575,1.335
2456,3.21,,3.21,0.0
2459,2.45,2.11,2.2800000000000002,0.17000000000000015
2461,7.540000000000001,3.47,5.505000000000001,2.035
2462,6.84,3.02,4.93,1.91
2463,4.91,2.38,3.645,1.2650000000000001
2464,2.99,,2.99,0.0
2465,3.96,7.02,5.49,1.5299999999999998
2467,5.02,5.63,5.324999999999999,0.30500000000000016
2468,4.32,11.85,8.085,3.7649999999999997
2469,4.67,3.43,4.05,0.6199999999999999
2470,16.74,11.04,13.889999999999999,2.8499999999999996
2471,5.67,3.68,4.675,0.9949999999999999
2473,13.33,,13.33,0.0
2474,1.9,10.37,6.135,4.235
2475,9.07,2.47,5.7700000000000005,3.3000000000000003
2479,8.41,13.42,10.915,2.505
2480,6.02,2.6,4.31,1.7099999999999997
2481,5.14,2.39,3.7649999999999997,1.3749999999999998
2482,3.25,1.77,2.51,0.74
2483,3.0,1.41,2.205,0.795
2484,3.24,8.48,5.86,2.62
2485,17.22,11.22,14.219999999999999,2.999999999999999
2486,6.54,11.88,9.21,2.6700000000000004
2487,6.21,3.34,4.775,1.435
2488,10.42,,10.42,0.0
2489,9.36,4.36,6.859999999999999,2.4999999999999996
2490,9.21,2.72,5.965000000000001,3.245
2491,15.78,3.3,9.54,6.239999999999999
2493,5.85,9.42,7.635,1.7850000000000001
2494,2.16,,2.16,0.0
2495,6.43,,6.43,0.0
2496,2.62,10.69,6.654999999999999,4.035
2498,17.8,1.37,9.585,8.215
2499,2.77,2.21,2.49,0.28
2500,15.14,,15.14,0.0
2501,6.72,,6.72,0.0
2502,4.49,,4.49,0.0
2503,3.56,2.04,2.8,0.76
2504,11.77,11.45,11.61,0.16000000000000014
2505,3.69,5.82,4.755,1.0650000000000002
2506,9.07,,9.07,0.0
2508,6.29,2.4,4.345,1.945
2509,7.55,,7.55,0.0
2510,2.41,,2.41,0.0
2511,8.209999999999999,9.13,8.67,0.46000000000000085
2512,9.83,2.52,6.175,3.6550000000000002
2514,15.57,6.69,11.13,4.44
2515,4.91,2.75,3.83,1.08
2517,8.870000000000001,4.09,6.48,2.3900000000000006
2518,9.78,5.17,7.475,2.3049999999999997
2519,7.800000000000001,5.95,6.875,0.9250000000000003
2520,13.22,8.11,10.665,2.5550000000000006
2521,11.41,4.75,8.08,3.33
2522,1.91,,1.91,0.0
2523,10.23,3.1,6.665,3.5650000000000004
2524,2.93,4.63,3.7800000000000002,0.8499999999999999
2525,8.760000000000002,6.53,7.645000000000001,1.1150000000000007
2526,4.11,,4.11,0.0
2527,5.6,,5.6,0.0
2528,6.05,12.67,9.36,3.31
2530,6.6,6.220000000000001,6.41,0.1899999999999995
2531,3.19,2.9,3.045,0.14500000000000002
2532,13.58,2.71,8.145,5.4350000000000005
2533,1.14,6.54,3.84,2.7
2534,3.23,4.46,3.8449999999999998,0.615
2535,6.56,5.9,6.23,0.3299999999999996
2536,1.45,,1.45,0.0
2537,7.18,,7.18,0.0
2538,3.48,3.25,3.365,0.11499999999999999
2539,1.03,1.81,1.42,0.39
2540,6.46,,6.46,0.0
2543,1.77,12.26,7.015,5.245
2544,3.56,3.47,3.515,0.04499999999999993
2545,3.0,1.67,2.335,0.665
2546,3.18,,3.18,0.0
2547,12.88,10.88,11.88,1.0
2548,3.15,,3.15,0.0
2549,10.45,8.77,9.61,0.8399999999999999
2550,20.73,,20.73,0.0
2551,4.64,5.44,5.04,0.40000000000000036
2552,4.85,12.14,8.495000000000001,3.6450000000000005
2553,13.08,,13.08,0.0
2554,6.65,14.2,10.425,3.7749999999999995
2556,4.6,4.3,4.449999999999999,0.1499999999999999
2557,2.77,11.33,7.05,4.279999999999999
2558,6.47,0.94,3.705,2.765
2559,4.99,1.49,3.24,1.7500000000000002
2561,2.74,3.49,3.115,0.375
2562,4.06,5.51,4.785,0.7250000000000001
2564,13.42,12.93,13.175,0.2450000000000001
2565,2.42,13.69,8.055,5.635
2566,12.98,5.69,9.335,3.645
2567,1.9,3.18,2.54,0.6400000000000001
2568,3.36,2.42,2.8899999999999997,0.47
2569,4.81,7.99,6.4,1.5900000000000003
2570,4.11,,4.11,0.0
2571,1.88,6.52,4.199999999999999,2.32
2572,4.32,,4.32,0.0
2573,11.48,10.5,10.99,0.4900000000000002
2575,4.42,,4.42,0.0
2576,2.17,13.28,7.725,5.555
2577,4.75,3.13,3.94,0.81
2580,5.31,,5.31,0.0
2581,4.47,14.47,9.47,5.000000000000001
2582,10.73,9.5,10.115,0.6150000000000002
2583,3.73,6.18,4.955,1.2249999999999999
2584,18.16,,18.16,0.0
2586,3.12,5.78,4.45,1.33
2587,7.029999999999999,16.21,11.620000000000001,4.590000000000001
2588,13.44,3.27,8.355,5.085
2589,4.01,1.66,2.835,1.1749999999999998
2591,5.89,3.24,4.5649999999999995,1.3249999999999997
2592,8.1,9.91,9.004999999999999,0.9050000000000004
2593,1.89,,1.89,0.0
2594,1.96,4.54,3.25,1.29
2596,7.65,3.12,5.385,2.265
2597,3.93,6.6,5.265,1.3349999999999997
2598,7.48,,7.48,0.0
2599,14.0,,14.0,0.0
2600,3.58,2.72,3.1500000000000004,0.42999999999999994
2601,1.56,9.95,5.755,4.195
2602,9.84,2.73,6.285,3.5549999999999997
2603,3.73,1.59,2.66,1.0699999999999998
2605,5.21,1.25,3.23,1.98
2606,3.42,6.869999999999999,5.145,1.7249999999999996
2607,8.97,2.85,5.91,3.0600000000000005
2608,3.0,13.22,8.11,5.11
2609,8.309999999999999,,8.309999999999999,0.0
2611,1.34,10.59,5.965,4.625
2612,5.38,4.6,4.99,0.3900000000000002
2613,3.26,12.05,7.655,4.3950000000000005
2614,5.859999999999999,6.25,6.055,0.19500000000000028
2617,2.47,7.08,4.775,2.3049999999999997
2619,5.6,4.18,4.89,0.71
2620,7.8,8.85,8.325,0.5249999999999999
2621,2.52,8.99,5.755,3.235
2623,1.95,2.39,2.17,0.22000000000000008
2624,6.07,6.66,6.365,0.29499999999999993
2626,6.43,,6.43,0.0
2629,6.71,4.05,5.38,1.33
2630,1.87,8.42,5.145,3.275
2631,5.68,,5.68,0.0
2632,5.44,,5.44,0.0
2634,5.24,2.69,3.965,1.2750000000000001
2635,3.91,,3.91,0.0
2640,9.83,,9.83,0.0
2641,1.74,,1.74,0.0
2642,13.3,11.4,12.350000000000001,0.9500000000000002
2643,4.69,,4.69,0.0
2644,2.63,,2.63,0.0
2647,3.21,7.79,5.5,2.29
2648,2.85,,2.85,0.0
2649,10.85,,10.85,0.0
2650,4.42,12.93,8.675,4.255
2651,2.2,1.96,2.08,0.1200000000000001
2653,7.29,4.25,5.77,1.52
2654,6.77,,6.77,0.0
2655,13.12,5.75,9.434999999999999,3.6849999999999996
2657,2.38,3.44,2.91,0.53
2658,1.51,,1.51,0.0
2659,4.52,2.53,3.5249999999999995,0.9949999999999999
2660,2.86,5.08,3.9699999999999998,1.11
2661,6.890000000000001,12.92,9.905000000000001,3.0149999999999997
2662,9.600000000000001,6.18,7.890000000000001,1.7100000000000009
2663,1.73,,1.73,0.0
