,liq_100,liq_101
2629,15.0,12.0
2630,13.0,10.0
2631,9.0,8.0
2632,7.0,4.0
2633,6.0,3.0
2634,5.0,2.0
2635,6.0,3.0
2636,7.0,4.0
2637,7.0,5.0
2638,8.0,6.0
2639,9.0,6.0
2640,10.0,6.0
2641,10.0,7.0
2642,12.0,8.0
2643,12.0,10.0
2644,13.0,11.0
2645,13.0,12.0
2646,13.0,15.0
2647,11.0,12.0
2648,10.0,10.0
2649,9.0,12.0
2650,12.0,11.0
2651,13.0,12.0
2652,12.0,11.0
2653,9.0,9.0
2654,8.0,8.0
2655,11.0,7.0
2656,9.0,8.0
2657,7.0,5.0
2658,6.0,4.0
2659,6.0,6.0
2660,7.0,8.0
2661,8.0,9.0
2662,8.0,10.0
2663,10.0,10.0
2664,10.0,10.0
2665,11.0,11.0
2666,11.0,12.0
2667,12.0,12.0
2668,13.0,14.0
2669,15.0,14.0
2670,17.0,16.0
2671,13.0,12.0
2672,12.0,7.0
2673,11.0,8.0
2674,12.0,8.0
2675,13.0,10.0
2676,9.0,10.0
2677,8.0,8.0
2678,8.0,4.0
2679,8.0,4.0
2680,11.0,5.0
2681,10.0,4.0
2682,7.0,4.0
2683,7.0,7.0
2684,8.0,8.0
2685,11.0,8.0
2686,14.0,10.0
2687,14.0,12.0
2688,15.0,14.0
2689,16.0,16.0
2690,17.0,16.0
2691,20.0,16.0
2692,21.0,18.0
2693,23.0,20.0
2694,25.0,22.0
2695,23.0,21.0
2696,23.0,18.0
2697,21.0,16.0
2698,19.0,17.0
2699,17.0,17.0
2700,13.0,16.0
2701,13.0,14.0
2702,14.0,10.0
2703,14.0,8.0
2704,15.0,6.0
2705,12.0,7.0
2706,7.0,6.0
2707,8.0,7.0
2708,8.0,8.0
2709,8.0,8.0
2710,10.0,9.0
2711,10.0,9.0
2712,11.0,11.0
2713,12.0,11.0
2714,14.0,14.0
2715,16.0,14.0
2716,17.0,14.0
2717,19.0,14.0
2718,19.0,14.0
2719,13.0,10.0
2720,9.0,7.0
2721,9.0,9.0
2722,8.0,9.0
2723,10.0,9.0
2724,10.0,8.0
2725,9.0,5.0
2726,7.0,2.0
2727,6.0,2.0
2728,8.0,1.0
2729,7.0,2.0
2730,8.0,2.0
2731,10.0,3.0
2732,11.0,4.0
2733,12.0,5.0
2734,12.0,5.0
2735,13.0,6.0
2736,15.0,8.0
2737,16.0,9.0
2738,16.0,10.0
2739,16.0,12.0
2740,17.0,12.0
2741,18.0,14.0
2742,18.0,15.0
2743,11.0,11.0
2744,9.0,12.0
2745,8.0,15.0
2746,10.0,14.0
2747,13.0,11.0
2748,9.0,9.0
2749,8.0,7.0
2750,8.0,7.0
2751,6.0,5.0
2752,3.0,4.0
2753,3.0,2.0
2754,3.0,3.0
2755,4.0,3.0
2756,4.0,4.0
2757,5.0,5.0
2758,6.0,6.0
2759,7.0,7.0
2760,7.0,8.0
2761,7.0,11.0
2762,9.0,11.0
2763,10.0,12.0
2764,14.0,14.0
2765,15.0,14.0
2766,16.0,14.0
2767,14.0,11.0
2768,14.0,11.0
2769,14.0,12.0
2770,12.0,10.0
2771,11.0,10.0
2772,12.0,11.0
2773,12.0,9.0
2774,11.0,7.0
2775,8.0,7.0
2776,6.0,4.0
2777,4.0,4.0
2778,3.0,6.0
2779,4.0,7.0
2780,4.0,7.0
2781,4.0,8.0
2782,5.0,8.0
2783,6.0,9.0
2784,9.0,10.0
2785,11.0,11.0
2786,13.0,12.0
2787,13.0,12.0
2788,14.0,12.0
2789,14.0,13.0
2790,14.0,13.0
2791,11.0,10.0
2792,11.0,11.0
2793,11.0,11.0
2794,10.0,8.0
2795,9.0,6.0
2796,8.0,5.0
2797,6.0,7.0
2798,6.0,5.0
2799,5.0,4.0
2800,5.0,2.0
2801,7.0,3.0
2802,7.0,2.0
2803,9.0,2.0
2804,9.0,2.0
2805,11.0,3.0
2806,14.0,4.0
2807,15.0,6.0
2808,15.0,7.0
2809,19.0,8.0
2810,20.0,9.0
2811,20.0,9.0
2812,21.0,10.0
2813,23.0,10.0
2814,23.0,10.0
2815,17.0,8.0
2816,15.0,6.0
2817,17.0,6.0
2818,16.0,5.0
2819,15.0,5.0
2820,14.0,6.0
2821,16.0,9.0
2822,11.0,8.0
2823,7.0,5.0
2824,6.0,3.0
2825,3.0,2.0
2826,2.0,4.0
2827,2.0,4.0
2828,3.0,6.0
2829,5.0,6.0
2830,7.0,7.0
2831,9.0,7.0
2832,10.0,8.0
2833,11.0,8.0
2834,12.0,10.0
2835,15.0,11.0
2836,15.0,12.0
2837,15.0,12.0
2838,17.0,13.0
2839,15.0,9.0
2840,16.0,7.0
2841,17.0,9.0
2842,16.0,11.0
2843,11.0,10.0
2844,9.0,8.0
2845,9.0,8.0
2846,8.0,7.0
2847,8.0,7.0
2848,6.0,4.0
2849,3.0,5.0
2850,3.0,3.0
2851,3.0,4.0
2852,4.0,4.0
2853,5.0,5.0
2854,5.0,5.0
2855,5.0,6.0
2856,6.0,6.0
2857,7.0,6.0
2858,9.0,6.0
2859,9.0,7.0
2860,10.0,8.0
2861,12.0,12.0
2862,13.0,15.0
2863,15.0,13.0
2864,12.0,14.0
2865,10.0,15.0
2866,9.0,14.0
2867,10.0,13.0
2868,12.0,13.0
2869,9.0,14.0
2870,7.0,12.0
2871,6.0,12.0
2872,5.0,10.0
2873,4.0,9.0
2874,3.0,8.0
2875,3.0,8.0
2876,4.0,8.0
2877,7.0,8.0
2878,7.0,
2879,,
